Local Time, UTC, Online Players, Server Load (Avg %), Server Tick Length (Avg ms), Memory (MB), Memory Lua (MB), Factions In Memory, Players In Memory, Sectors In Memory, Sectors w/ players, Longest Sector Update (Max ms), Longest Sector Update (Median ms), Longest Sector Update (Avg ms), Biggest Player Grp (Max), Biggest Player Grp (Median), Biggest Player Grp (Avg), Notes
2021-10-25 04-08-27,2021-10-25 02-08-27,2,2.9,0.6,2014.75,813.771,18,4,7,2,27,3,3.42893,1,1,1,
2021-10-25 04-09-28,2021-10-25 02-09-28,2,2.6,0.8,2019.19,823.613,18,4,7,2,110,3,3.40083,1,1,1,
2021-10-25 04-10-29,2021-10-25 02-10-29,2,2.2,0.7,2035.98,816.874,18,4,7,1,177,3,2.8876,2,2,2,
2021-10-25 04-11-30,2021-10-25 02-11-30,2,1.3,0.2,2027.37,820.131,18,4,7,1,99,2,2.05041,2,2,2,
2021-10-25 04-12-31,2021-10-25 02-12-31,2,1.3,0.2,2032.96,819.575,18,4,7,1,18,2,2.02975,2,2,2,
2021-10-25 04-13-32,2021-10-25 02-13-32,2,1.1,0.2,2028.68,815.805,18,4,7,1,23,2,2.07107,2,2,2,
2021-10-25 04-14-33,2021-10-25 02-14-33,2,1.4,0.9,2100.5,850.036,18,4,7,2,43,2,2.09091,1,1,1,
2021-10-25 04-15-34,2021-10-25 02-15-34,2,2.3,0.3,2309.09,813.393,19,4,7,1,111,1,1.9595,2,2,2,
2021-10-25 04-16-34,2021-10-25 02-16-34,2,1.3,0.5,2304.68,821.639,19,4,7,1,21,1,1.59835,2,2,2,
2021-10-25 04-17-35,2021-10-25 02-17-35,2,2.2,0.3,2313.63,826.976,19,4,7,1,97,2,3.66364,2,2,2,
2021-10-25 04-18-36,2021-10-25 02-18-36,2,1.6,0.5,2313.29,832.625,19,4,7,1,22,2,2.06612,2,2,2,
2021-10-25 04-19-37,2021-10-25 02-19-37,2,1.5,0.2,2290.52,838.753,19,4,7,1,36,2,2.04711,2,2,2,
2021-10-25 04-20-38,2021-10-25 02-20-38,2,1.6,0.6,2308.58,831.038,19,4,7,2,49,2,2.09504,1,1,1,
2021-10-25 04-21-39,2021-10-25 02-21-39,2,3.3,1.2,2382.43,938.823,21,4,11,2,631,2,3.21322,1,1,1,
2021-10-25 04-22-40,2021-10-25 02-22-40,2,2.1,0.5,2386.79,950.904,21,4,12,2,20,2,2.11322,1,1,1,
2021-10-25 04-23-41,2021-10-25 02-23-41,2,2,0.3,2401.1,956.498,21,4,12,2,30,2,2.11405,1,1,1,
2021-10-25 04-24-42,2021-10-25 02-24-42,2,2.1,0.9,2379.24,968.671,21,4,12,2,253,2,2.29339,1,1,1,
2021-10-25 04-25-43,2021-10-25 02-25-43,2,2.3,0.6,2404.45,969.46,21,4,12,2,35,3,3.06446,1,1,1,
2021-10-25 04-26-44,2021-10-25 02-26-44,2,2.6,1,2439.51,968.659,21,4,11,2,36,2,2.40413,1,1,1,
2021-10-25 04-27-45,2021-10-25 02-27-45,2,2.4,1.1,2458.44,974.499,21,4,11,1,192,2,2.45124,2,2,2,
2021-10-25 04-28-46,2021-10-25 02-28-46,2,2.3,0.9,2470.07,971.684,21,4,11,1,30,2,2.03636,2,2,2,
2021-10-25 04-29-47,2021-10-25 02-29-47,2,2.2,0.8,2458.97,976.921,21,4,11,1,99,2,2.26198,2,2,2,
2021-10-25 04-30-48,2021-10-25 02-30-48,2,2,0.3,2457.33,978.024,21,4,11,1,39,2,2.0595,2,2,2,
2021-10-25 04-31-55,2021-10-25 02-31-55,2,2.4,0.8,6233.4,747.389,21,4,6,1,97,2,2.66612,2,2,2,
2021-10-25 04-32-56,2021-10-25 02-32-56,2,19.4,0.4,382.254,742.51,21,4,6,1,6962,3,705.045,2,2,2,
2021-10-25 04-33-57,2021-10-25 02-33-57,2,9.4,0.4,620.539,754.74,21,4,6,1,6729,2,468.862,2,2,2,
2021-10-25 04-34-58,2021-10-25 02-34-58,2,7.3,0.4,845.5,759.623,21,4,6,1,844,2,10.1364,2,2,2,
2021-10-25 04-35-59,2021-10-25 02-35-59,1,2.1,0.4,1210.17,715.26,21,4,6,1,42,2,2.31488,1,1,1,
2021-10-25 04-37-00,2021-10-25 02-37-00,1,1.5,0.3,1283.54,717.082,21,4,6,1,37,2,2.02397,1,1,1,
2021-10-25 04-38-01,2021-10-25 02-38-01,1,1.3,0.2,1305.35,723.37,12,4,6,1,25,2,1.94132,1,1,1,
2021-10-25 04-39-02,2021-10-25 02-39-02,1,1.3,0.2,1338.55,725.059,12,3,6,1,16,2,1.91322,1,1,1,
2021-10-25 04-40-03,2021-10-25 02-40-03,1,1.5,0.3,1493.19,732.107,12,3,6,1,97,2,1.98347,1,1,1,
2021-10-25 04-41-03,2021-10-25 02-41-03,1,1.1,0.5,1505.3,739.679,12,3,6,1,30,2,1.79587,1,1,1,
2021-10-25 04-42-04,2021-10-25 02-42-04,1,1.3,0.4,1537.18,744.523,12,4,6,1,32,1,1.75785,1,1,1,
2021-10-25 04-43-05,2021-10-25 02-43-05,1,1.2,0.3,1555.18,743.648,11,4,6,1,14,2,1.74132,1,1,1,
2021-10-25 04-44-06,2021-10-25 02-44-06,1,1.3,0.3,1574.48,739.389,12,4,6,1,36,2,1.86612,1,1,1,
2021-10-25 04-45-07,2021-10-25 02-45-07,1,2.2,0.4,1601.39,746.555,12,4,6,1,50,2,2.65372,1,1,1,
2021-10-25 04-46-08,2021-10-25 02-46-08,1,1.3,0.2,1612.5,748.124,12,4,6,1,42,2,2.01983,1,1,1,
2021-10-25 04-47-09,2021-10-25 02-47-09,1,1.3,0.2,1633.13,750.149,12,4,6,1,41,2,2.02562,1,1,1,
2021-10-25 04-48-10,2021-10-25 02-48-10,1,1.3,0.4,1640.3,758.023,12,4,6,1,13,2,1.90909,1,1,1,
2021-10-25 04-49-11,2021-10-25 02-49-11,1,1.8,0.5,1703.39,743.935,12,4,6,1,17,2,1.93802,1,1,1,
